NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;KopWegvakVan;KopWegvakNaar;TrajVan;TrajNaar;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
3743725;2023-10-02;2023-10-02;16:30:30;17:53:01;253,663;3074,000;82,517;203,0;200,9;A;50;A50;oplopend;Loenen;Beekbergen;Arnhem;Apeldoorn;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 83];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743726;2023-10-02;2023-10-02;16:30:30;16:35:06;11,052;2403,000;4,600;11,9;14,0;A;58;A58;aflopend;Batadorp/Randweg N2;Batadorp;Tilburg;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743898;2023-10-02;2023-10-02;16:57:31;16:59:01;3,000;2000,000;1,500;5,1;7,1;A;73;A73;aflopend;Maasbracht;Het Vonderen;Nijmegen;Maasbracht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743899;2023-10-02;2023-10-02;16:58:30;17:01:00;5,500;2200,000;2,500;15,7;13,5;A;13;A13;oplopend;Delft-Zuid;Rotterdam The Hague Airport;Rijswijk;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743902;2023-10-02;2023-10-02;16:58:30;17:05:09;25,947;3902,000;6,650;161,0;156,0;A;2;A2;oplopend;Batadorp;De Hogt;Eindhoven;Maastricht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743904;2023-10-02;2023-10-02;16:58:30;17:02:01;7,473;2125,000;3,517;30,4;28,4;A;4;A4;oplopend;Roelofarendsveen;Hoogmade;Amsterdam;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743905;2023-10-02;2023-10-02;16:58:30;17:19:03;56,907;2769,000;20,550;112,1;104,3;A;73;A73;oplopend;Beuningen;Ewijk;Maasbracht;Nijmegen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 21];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743930;2023-10-02;2023-10-02;17:02:30;17:07:00;10,713;2381,000;4,500;19,7;17,6;A;16;A16;oplopend;Rotterdam-Kralingen;Rotterdam-Centrum;Rotterdam;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743932;2023-10-02;2023-10-02;17:02:30;17:04:00;3,450;2300,000;1,500;57,1;54,8;A;58;A58;oplopend;Sint Annabosch;Ulvenhout;Tilburg;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743933;2023-10-02;2023-10-02;17:02:30;17:17:01;45,144;3110,000;14,517;145,2;142,9;A;59;A59;oplopend;Kruisstraat;Nuland;'s-Hertogenbosch;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 15];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743934;2023-10-02;2023-10-02;17:03:31;17:13:02;24,902;2617,000;9,517;11,9;14,0;A;12;A12;aflopend;Zoetermeer-Centrum;Nootdorp;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743936;2023-10-02;2023-10-02;17:03:31;17:05:08;4,850;3000,000;1,617;18,5;15,5;A;1;A1;oplopend;Naarden-West;Naarden-Vesting;Amsterdam;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742065;2023-10-01;2023-10-01;11:49:26;11:59:00;20,590;2152,000;9,567;1,6;3,7;A;12;A12;aflopend;Elten;Nederland;Duitse grens;Arnhem;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742069;2023-10-01;2023-10-01;11:54:26;12:35:02;124,153;3058,000;40,600;74,5;71,9;A;4;A4;oplopend;Vlaardingen-Oost;Pernis;Den Haag;Rotterdam;Politieactie;[Geen oorzaakcode opgegeven door VWM 18], [Politieactie 21], [Geen oorzaakcode opgegeven door VWM 2];[000], [M30], [000];M30;Politieactie;Politiecontrole;Politiecontrole;Overige oorzaken
3742073;2023-10-01;2023-10-01;12:00:26;12:03:00;5,390;2100,000;2,567;71,5;73,6;A;7;A7;aflopend;P Breezanddijk;brug over Stevinsluizen;Zurich;Den Oever;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 3];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3742074;2023-10-01;2023-10-01;12:02:26;12:09:00;21,470;3270,000;6,567;146,8;0,3;A;12;A12;aflopend;Oud-Dijk;Zevenaar;Duitse grens;Arnhem;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742305;2023-10-01;2023-10-01;17:42:27;17:49:00;15,720;2400,000;6,550;14,9;2,4;N;59;N59;aflopend;Serooskerke;Brouwershaven/Renesse;Zierikzee;Bruinisse;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742307;2023-10-01;2023-10-01;17:43:26;17:45:00;3,760;2400,000;1,567;61,1;63,5;A;12;A12;aflopend;Lunetten;Houten;Utrecht;Den Haag;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742308;2023-10-01;2023-10-01;17:45:27;17:50:00;10,375;2280,000;4,550;61,2;63,7;A;12;A12;aflopend;Lunetten;Houten;Utrecht;Den Haag;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742309;2023-10-01;2023-10-01;17:53:26;17:56:00;5,490;2139,000;2,567;96,1;98,2;A;7;A7;aflopend;Kornwerderzand;P Breezanddijk;Zurich;Den Oever;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 3];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3742348;2023-10-01;2023-10-01;21:28:24;21:38:00;22,817;2377,000;9,600;202,6;200,4;A;50;A50;oplopend;Loenen;Beekbergen;Arnhem;Apeldoorn;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 10];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3742349;2023-10-01;2023-10-01;21:38:24;21:49:00;27,420;2587,000;10,600;203,5;200,8;A;50;A50;oplopend;Loenen;Beekbergen;Arnhem;Apeldoorn;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 11];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3742350;2023-10-01;2023-10-01;21:49:23;21:51:00;3,233;2000,000;1,617;203,5;201,5;A;50;A50;oplopend;Loenen;Beekbergen;Arnhem;Apeldoorn;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 2];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3742405;2023-10-02;2023-10-02;6:46:24;7:04:00;57,618;3274,000;17,600;14,1;16,4;A;16;A16;aflopend;Rotterdam-Prins Alexander;Terbregseplein;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 18];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742406;2023-10-02;2023-10-02;6:46:24;7:06:01;48,988;2497,000;19,617;43,6;41,0;A;20;A20;oplopend;Nieuwerkerk aan den IJssel;Moordrecht;Hoek van Holland;Gouda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 20];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742407;2023-10-02;2023-10-02;6:46:24;7:44:00;299,873;5206,000;57,600;10,9;13,2;A;29;A29;aflopend;Barendrecht;Vaanplein;Sabina;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 58];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742408;2023-10-02;2023-10-02;6:47:25;7:15:04;72,713;2630,000;27,650;180,1;182,1;A;2;A2;aflopend;Maarheeze;Leende;Maastricht;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 28];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742409;2023-10-02;2023-10-02;6:48:25;7:24:00;145,893;4100,000;35,583;136,0;139,4;A;12;A12;aflopend;Duiven;Westervoort;Duitse grens;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 36];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742451;2023-10-02;2023-10-02;7:10:26;7:12:00;3,290;2100,000;1,567;36,8;38,9;A;28;A28;aflopend;Strand Nulde;Nijkerk;Zwolle;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742453;2023-10-02;2023-10-02;7:11:26;7:13:00;3,603;2300,000;1,567;32,6;34,9;A;20;A20;aflopend;Terbregseplein;Rotterdam-Crooswijk;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742454;2023-10-02;2023-10-02;7:11:26;7:25:04;42,467;3115,000;13,633;80,5;83,8;A;2;A2;aflopend;Culemborg;Everdingen;'s-Hertogenbosch;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742455;2023-10-02;2023-10-02;7:11:26;7:59:02;173,763;3650,000;47,600;5,9;8,0;N;36;N36;aflopend;Wierden-Noord;Almelo-West;Dedemsvaart;Almelo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 48];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742457;2023-10-02;2023-10-02;7:12:26;7:14:00;3,133;2000,000;1,567;17,4;19,4;A;16;A16;aflopend;Rotterdam-Kralingen;Rotterdam-Prins Alexander;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742502;2023-10-02;2023-10-02;7:23:27;7:26:00;6,115;2398,000;2,550;73,6;71,3;A;4;A4;oplopend;Vlaardingen-Oost;Beneluxtunnel;Den Haag;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742503;2023-10-02;2023-10-02;7:23:27;7:25:03;3,520;2200,000;1,600;147,0;149,2;A;50;A50;aflopend;Valburg;Ewijk;Arnhem;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742505;2023-10-02;2023-10-02;7:24:27;7:32:01;18,812;2486,000;7,567;141,8;143,8;A;12;A12;aflopend;Zevenaar;Duiven;Duitse grens;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742506;2023-10-02;2023-10-02;7:24:27;7:27:00;6,282;2463,000;2,550;23,2;20,7;A;16;A16;oplopend;Rotterdam-Feijenoord;Ridderkerk-Noord;Rotterdam;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742507;2023-10-02;2023-10-02;7:24:27;7:42:00;44,773;2551,000;17,550;26,9;29,1;A;4;A4;aflopend;Hoogmade;Roelofarendsveen;Den Haag;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 18];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742565;2023-10-02;2023-10-02;7:34:27;7:45:08;31,350;2934,000;10,683;20,4;22,5;A;16;A16;aflopend;Rotterdam-Feijenoord;Rotterdam-Centrum;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742566;2023-10-02;2023-10-02;7:34:27;7:39:00;15,790;3470,000;4,550;32,4;35,8;A;20;A20;aflopend;Terbregseplein;Rotterdam-Crooswijk;Gouda;Hoek van Holland;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742568;2023-10-02;2023-10-02;7:34:27;8:03:37;67,047;2299,000;29,167;21,6;19,6;N;44;N44;oplopend;Wassenaar;Voorschoten;Wassenaar;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 29];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742569;2023-10-02;2023-10-02;7:34:27;7:55:08;84,247;4073,000;20,683;139,5;137,3;A;50;A50;oplopend;Ravenstein;Maasbrug;Oss;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 21];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742633;2023-10-02;2023-10-02;7:43:27;7:46:04;5,778;2208,000;2,617;0,0;2,2;N;11;N11;aflopend;Zoeterwoude-Weipoort/Rijndijk;A4: Zoeterwoude-Rijndijk;Bodegraven;Leiden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742634;2023-10-02;2023-10-02;7:43:27;7:45:09;3,570;2100,000;1,700;249,7;251,8;N;50;N50;aflopend;Kampen;Kampen-Zuid;Emmeloord;Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742636;2023-10-02;2023-10-02;7:44:27;7:48:00;7,367;2075,000;3,550;22,6;24,7;A;16;A16;aflopend;Ridderkerk-Noord;Rotterdam-Feijenoord;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742638;2023-10-02;2023-10-02;7:44:27;7:59:01;42,383;2910,000;14,567;3,2;5,9;A;1;A1;aflopend;Diemen-Noord;Watergraafsmeer;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 15];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742717;2023-10-02;2023-10-02;7:54:28;7:59:01;13,383;2941,000;4,550;88,3;91,3;A;59;A59;aflopend;Terheijden;Zonzeel;'s-Hertogenbosch;Knooppunt Zonzeel;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742718;2023-10-02;2023-10-02;7:53:28;7:57:00;10,247;2900,000;3,533;9,1;12,0;N;65;N65;aflopend;Helvoirt/Haren;Cromvoirt/Vught-Zuid;Oisterwijk;Vught;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742719;2023-10-02;2023-10-02;7:54:28;8:49:01;160,608;2944,000;54,550;2,2;4,1;N;99;N99;aflopend;Breezand;Den Helder/Alkmaar;Den Oever;Den Helder;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 55];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742720;2023-10-02;2023-10-02;7:55:28;8:01:00;19,920;3600,000;5,533;11,9;15,5;A;12;A12;aflopend;Zoetermeer-Centrum;Nootdorp;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742721;2023-10-02;2023-10-02;7:55:28;8:03:00;18,277;2426,000;7,533;135,9;138,3;A;12;A12;aflopend;Duiven;Westervoort;Duitse grens;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742799;2023-10-02;2023-10-02;8:06:28;8:09:01;6,375;2500,000;2,550;140,5;143,0;A;50;A50;aflopend;Bankhoef;Maasbrug;Arnhem;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742800;2023-10-02;2023-10-02;8:06:28;8:09:02;5,133;2000,000;2,567;48,3;46,3;A;73;A73;oplopend;Zaarderheiken;Grubbenvorst;Maasbracht;Nijmegen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742802;2023-10-02;2023-10-02;8:05:28;8:09:02;7,133;2000,000;3,567;22,2;24,2;N;59;N59;aflopend;Oosterland;Nieuwerkerk;Bruinisse;Zierikzee;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742803;2023-10-02;2023-10-02;8:08:29;8:15:05;22,358;3388,000;6,600;135,9;137,9;A;12;A12;aflopend;Duiven;Westervoort;Duitse grens;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742805;2023-10-02;2023-10-02;8:07:29;8:17:00;25,040;2631,000;9,517;70,3;72,9;A;15;A15;aflopend;Hendrik-Ido-Ambacht;Ridderkerk-Zuid;Gorinchem;Ridderkerk;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742885;2023-10-02;2023-10-02;8:19:29;8:23:01;8,078;2286,000;3,533;58,8;56,5;A;35;A35;oplopend;Delden;Loofrietbrug;Almelo;Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742886;2023-10-02;2023-10-02;8:19:29;8:22:01;5,067;2000,000;2,533;21,6;19,6;N;44;N44;oplopend;Wassenaar;Voorschoten;Wassenaar;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742887;2023-10-02;2023-10-02;8:19:29;8:28:02;20,078;2348,000;8,550;138,0;135,9;A;50;A50;oplopend;Paalgraven;Ravenstein;Oss;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742888;2023-10-02;2023-10-02;8:19:29;8:44:00;70,753;2886,000;24,517;31,3;33,5;A;67;A67;aflopend;Someren;Geldrop;Venlo;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 25];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3742889;2023-10-02;2023-10-02;8:19:29;8:22:01;5,320;2100,000;2,533;27,6;29,7;A;67;A67;aflopend;Geldrop;Leenderheide/Randweg N2;Venlo;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743106;2023-10-02;2023-10-02;8:55:28;8:58:00;5,957;2351,000;2,533;41,3;43,6;A;9;A9;aflopend;Rottepolderplein;Haarlem-Zuid;Alkmaar;Amstelveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743107;2023-10-02;2023-10-02;8:56:28;8:59:00;6,175;2438,000;2,533;32,9;30,5;A;12;A12;oplopend;Gouda;Reeuwijk;Den Haag;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743108;2023-10-02;2023-10-02;8:56:28;8:58:00;3,527;2300,000;1,533;91,2;85,9;A;28;A28;oplopend;Hattemerbroek;Zwolle-Zuid;Amersfoort;Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743109;2023-10-02;2023-10-02;8:56:28;8:59:00;8,963;3538,000;2,533;141,6;145,6;A;50;A50;aflopend;Bankhoef;Maasbrug;Arnhem;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743110;2023-10-02;2023-10-02;8:56:28;9:01:07;10,630;2286,000;4,650;24,1;21,8;A;9;A9;oplopend;AMC Ziekenhuis;Amstelveen;Diemen;Amstelveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743152;2023-10-02;2023-10-02;9:08:28;9:10:03;3,483;2200,000;1,583;196,0;198,2;A;7;A7;aflopend;Martini Ziekenhuis;Groningen-West;Groningen;Heerenveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743153;2023-10-02;2023-10-02;9:09:28;9:11:03;3,167;2000,000;1,583;135,9;137,9;A;12;A12;aflopend;Duiven;Westervoort;Duitse grens;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743154;2023-10-02;2023-10-02;9:09:28;9:11:03;5,225;3300,000;1,583;39,6;36,3;A;12;A12;oplopend;Bodegraven;Nieuwerbrug;Den Haag;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743155;2023-10-02;2023-10-02;9:09:28;9:12:00;7,527;2971,000;2,533;20,8;23,7;A;16;A16;aflopend;Rotterdam-Feijenoord;Van Brienenoordbrug;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743200;2023-10-02;2023-10-02;9:44:27;9:47:00;5,830;2286,000;2,550;32,9;30,5;A;58;A58;oplopend;Moergestel;De Baars;Tilburg;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743201;2023-10-02;2023-10-02;9:48:27;10:47:00;329,767;5632,000;58,550;32,7;27,9;A;58;A58;oplopend;Moergestel;De Baars;Tilburg;Breda;Incident (object op de weg) en Files buiten spits zonder oorzaak;[Geen oorzaakcode opgegeven door VWM 13], [Voorwerpen op de weg 11], [Geen oorzaakcode opgegeven door VWM 35];[000], [OBR], [000];SPL;Er ligt rommel op de weg;Lading op de weg;Incident (obstakel op de weg);Incident
3743202;2023-10-02;2023-10-02;9:49:27;14:58:00;1998,152;6476,000;308,550;141,9;144,0;A;12;A12;aflopend;Zevenaar;Duiven;Duitse grens;Arnhem;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 309];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
